Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
54046657,05/01/2022 01:34:25 AM,05/01/2022 01:52:44 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11208,515 FOUNTAIN AVENUE,FOUNTAIN AVENUE,HEGEMAN AVENUE,LINDEN BOULEVARD,HEGEMAN AVENUE,LINDEN BOULEVARD,ADDRESS,BROOKLYN,FOUNTAIN AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/01/2022 01:52:50 AM,05 BROOKLYN,3042920061,BROOKLYN,1019772,182275,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.66690824204832,-73.87195512334453,"(40.66690824204832, -73.87195512334453)"
54050364,05/01/2022 01:34:52 AM,,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11378,GRAND AVENUE,GRAND AVENUE,61 STREET,64 STREET,61 STREET,64 STREET,BLOCKFACE,,,,In Progress,,,,Unspecified QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,
54053545,05/01/2022 01:35:12 AM,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11228,298 BAY   11 STREET,BAY   11 STREET,CROPSEY AVENUE,INDEPENDENCE AVENUE,CROPSEY AVENUE,INDEPENDENCE AVENUE,ADDRESS,BROOKLYN,BAY   11 STREET,,In Progress,,,,11 BROOKLYN,3064600142,BROOKLYN,980378,159650,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.60487784934209,-74.01394428651568,"(40.60487784934209, -74.01394428651568)"
54049377,05/01/2022 01:35:13 AM,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11235,2750 HOMECREST AVENUE,HOMECREST AVENUE,NASSAU COURT,GUIDER AVENUE,NASSAU COURT,GUIDER AVENUE,ADDRESS,BROOKLYN,HOMECREST AVENUE,,In Progress,,,,15 BROOKLYN,3087640010,BROOKLYN,996399,152102,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.58415262847912,-73.95626121632665,"(40.58415262847912, -73.95626121632665)"
54046696,05/01/2022 01:35:22 AM,05/01/2022 01:56:41 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10016,520 2 AVENUE,2 AVENUE,EAST   28 STREET,EAST   29 STREET,EAST   28 STREET,EAST   29 STREET,ADDRESS,NEW YORK,2 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 01:56:45 AM,06 MANHATTAN,1009340001,MANHATTAN,990284,209443,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.74154720905036,-73.97822509821964,"(40.74154720905036, -73.97822509821964)"
54053525,05/01/2022 01:35:24 AM,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11221,885 LEXINGTON AVENUE,LEXINGTON AVENUE,PATCHEN AVENUE,BROADWAY,PATCHEN AVENUE,BROADWAY,ADDRESS,BROOKLYN,LEXINGTON AVENUE,,In Progress,,,,03 BROOKLYN,3016230056,BROOKLYN,1004924,190896,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.690618048745854,-73.92545069321262,"(40.690618048745854, -73.92545069321262)"
54049939,05/01/2022 01:35:26 AM,05/01/2022 02:01:59 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11220,236 54 STREET,54 STREET,2 AVENUE,3 AVENUE,2 AVENUE,3 AVENUE,ADDRESS,BROOKLYN,54 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 02:01:56 AM,07 BROOKLYN,3008210020,BROOKLYN,979173,174729,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.646265930977066,-74.01829521113453,"(40.646265930977066, -74.01829521113453)"
54046126,05/01/2022 01:35:33 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11222,750 MANHATTAN AVENUE,MANHATTAN AVENUE,NORMAN AVENUE,MESEROLE AVENUE,NORMAN AVENUE,MESEROLE AVENUE,ADDRESS,BROOKLYN,MANHATTAN AVENUE,,In Progress,,,,01 BROOKLYN,3026200051,BROOKLYN,997459,203971,PHONE,Unspecified,BROOKLYN,,,,,,,,40.72652011218631,-73.95234341542749,"(40.72652011218631, -73.95234341542749)"
54048249,05/01/2022 01:35:51 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10472,2028 GLEASON AVENUE,GLEASON AVENUE,PUGSLEY AVENUE,EAST  177 STREET,PUGSLEY AVENUE,EAST  177 STREET,ADDRESS,BRONX,GLEASON AVENUE,,In Progress,,,,09 BRONX,2038020022,BRONX,1023977,242136,PHONE,Unspecified,BRONX,,,,,,,,40.83119345947553,-73.85644391435035,"(40.83119345947553, -73.85644391435035)"
54051322,05/01/2022 01:35:53 AM,,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11218,362 EAST    2 STREET,EAST    2 STREET,BEVERLEY ROAD,AVENUE C,BEVERLEY ROAD,AVENUE C,ADDRESS,BROOKLYN,EAST    2 STREET,,In Progress,,,,12 BROOKLYN,3053530010,BROOKLYN,990313,173274,PHONE,Unspecified,BROOKLYN,,,,,,,,40.64227164929668,-73.97815299873282,"(40.64227164929668, -73.97815299873282)"
54052858,05/01/2022 01:36:01 AM,05/01/2022 01:59:50 AM,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,11416,74-09 101 AVENUE,101 AVENUE,101 AVENUE,75 STREET,101 AVENUE,75 STREET,ADDRESS,OZONE PARK,101 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/01/2022 01:59:56 AM,09 QUEENS,4090460032,QUEENS,1022211,186836,ONLINE,Unspecified,QUEENS,,,,,,,,40.679417026091066,-73.86313767427723,"(40.679417026091066, -73.86313767427723)"
54048280,05/01/2022 01:36:30 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10472,1025 BOYNTON AVENUE,BOYNTON AVENUE,BRUCKNER BOULEVARD,WATSON AVENUE,BRUCKNER BOULEVARD,WATSON AVENUE,ADDRESS,BRONX,BOYNTON AVENUE,,In Progress,,,,09 BRONX,2037140054,BRONX,1018205,239748,MOBILE,Unspecified,BRONX,,,,,,,,40.824663164668756,-73.8773134661471,"(40.824663164668756, -73.8773134661471)"
54048303,05/01/2022 01:36:37 AM,,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11237,432 SUYDAM STREET,SUYDAM STREET,ST NICHOLAS AVENUE,CYPRESS AVENUE,ST NICHOLAS AVENUE,CYPRESS AVENUE,ADDRESS,BROOKLYN,SUYDAM STREET,,In Progress,,,,04 BROOKLYN,3032230003,BROOKLYN,1006596,196670,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.70646226213391,-73.91940239945906,"(40.70646226213391, -73.91940239945906)"
54048922,05/01/2022 01:36:55 AM,05/01/2022 02:02:51 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,336 CENTRAL AVENUE,CENTRAL AVENUE,BLEECKER STREET,MENAHAN STREET,BLEECKER STREET,MENAHAN STREET,ADDRESS,BROOKLYN,CENTRAL AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 02:02:43 AM,04 BROOKLYN,3033050047,BROOKLYN,1006380,192585,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69525044044545,-73.92019489144143,"(40.69525044044545, -73.92019489144143)"
54048279,05/01/2022 01:37:00 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10468,2291 LORING PLACE NORTH,LORING PLACE NORTH,WEST  183 STREET,WEST FORDHAM ROAD,WEST  183 STREET,WEST FORDHAM ROAD,ADDRESS,BRONX,LORING PLACE,,In Progress,,,,07 BRONX,2032250187,BRONX,1009539,253159,MOBILE,Unspecified,BRONX,,,,,,,,40.86150147745785,-73.90857494019866,"(40.86150147745785, -73.90857494019866)"
54052486,05/01/2022 01:37:04 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226,1770 NOSTRAND AVENUE,NOSTRAND AVENUE,CLARENDON ROAD,AVENUE D,CLARENDON ROAD,AVENUE D,ADDRESS,BROOKLYN,NOSTRAND AVENUE,,In Progress,,,,17 BROOKLYN,3051950015,BROOKLYN,998488,173373,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.64253401389742,-73.94869555637857,"(40.64253401389742, -73.94869555637857)"
54051058,05/01/2022 01:37:17 AM,05/01/2022 01:49:16 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11206,83 MONTROSE AVENUE,MONTROSE AVENUE,LEONARD STREET,MANHATTAN AVENUE,LEONARD STREET,MANHATTAN AVENUE,ADDRESS,BROOKLYN,MONTROSE AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 01:49:20 AM,01 BROOKLYN,3030510036,BROOKLYN,999144,196876,PHONE,Unspecified,BROOKLYN,,,,,,,,40.70704336496439,-73.94627982489958,"(40.70704336496439, -73.94627982489958)"
54052434,05/01/2022 01:37:25 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11421,88-11 87 STREET,87 STREET,88 AVENUE,89 AVENUE,88 AVENUE,89 AVENUE,ADDRESS,WOODHAVEN,87 STREET,,In Progress,,,,09 QUEENS,4089240044,QUEENS,1024036,190964,PHONE,Unspecified,QUEENS,,,,,,,,40.69073941305395,-73.85653356454995,"(40.69073941305395, -73.85653356454995)"
54051430,05/01/2022 01:38:00 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10472,1315 ST LAWRENCE AVENUE,ST LAWRENCE AVENUE,EAST  172 STREET,EAST  174 STREET,EAST  172 STREET,EAST  174 STREET,ADDRESS,BRONX,ST LAWRENCE AVENUE,,In Progress,,,,09 BRONX,2038750069,BRONX,1020870,242905,MOBILE,Unspecified,BRONX,,,,,,,,40.83331757000444,-73.86766704415913,"(40.83331757000444, -73.86766704415913)"
54049021,05/01/2022 01:38:09 AM,05/01/2022 01:56:23 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10016,2 AVENUE,2 AVENUE,2 AVENUE,EAST   27 STREET,2 AVENUE,EAST   27 STREET,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 01:56:28 AM,06 MANHATTAN,,MANHATTAN,990048,209023,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.740394571450025,-73.97907711363953,"(40.740394571450025, -73.97907711363953)"
54046092,05/01/2022 01:38:17 AM,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11235,202 AMHERST STREET,AMHERST STREET,ORIENTAL BOULEVARD,DEAD END,ORIENTAL BOULEVARD,DEAD END,ADDRESS,BROOKLYN,AMHERST STREET,,In Progress,,,,15 BROOKLYN,3087380057,BROOKLYN,997627,149337,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.57656148266556,-73.9518456484952,"(40.57656148266556, -73.9518456484952)"
54048284,05/01/2022 01:38:43 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1427 NELSON AVENUE,NELSON AVENUE,EDWARD L GRANT HIGHWAY,WEST  172 STREET,EDWARD L GRANT HIGHWAY,WEST  172 STREET,ADDRESS,BRONX,NELSON AVENUE,,In Progress,,,,04 BRONX,2028740048,BRONX,1005892,246360,PHONE,Unspecified,BRONX,,,,,,,,40.84284994273309,-73.92178155362309,"(40.84284994273309, -73.92178155362309)"
54052474,05/01/2022 01:39:25 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11368,55-06 97 PLACE,97 PLACE,55 AVENUE,57 AVENUE,55 AVENUE,57 AVENUE,ADDRESS,CORONA,97 PLACE,,In Progress,,,,04 QUEENS,4019050027,QUEENS,1022029,208407,MOBILE,Unspecified,QUEENS,,,,,,,,40.73862501566743,-73.86367281090688,"(40.73862501566743, -73.86367281090688)"
54049409,05/01/2022 01:39:26 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,119 POST AVENUE,POST AVENUE,WEST  204 STREET,WALTHER DELGADO WAY,WEST  204 STREET,WALTHER DELGADO WAY,ADDRESS,NEW YORK,POST AVENUE,,In Progress,,,,12 MANHATTAN,1022190009,MANHATTAN,1006323,254245,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.86449084496832,-73.92019787371183,"(40.86449084496832, -73.92019787371183)"
54048813,05/01/2022 01:39:35 AM,05/01/2022 02:06:50 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10023,60 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST   62 STREET,WEST   64 STREET,WEST   62 STREET,WEST   64 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 02:06:35 AM,07 MANHATTAN,1011540101,MANHATTAN,988121,220757,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.772602463042865,-73.98602420421172,"(40.772602463042865, -73.98602420421172)"
54047201,05/01/2022 01:39:40 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,119 POST AVENUE,POST AVENUE,WEST  204 STREET,WALTHER DELGADO WAY,WEST  204 STREET,WALTHER DELGADO WAY,ADDRESS,NEW YORK,POST AVENUE,,In Progress,,,,12 MANHATTAN,1022190009,MANHATTAN,1006323,254245,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.86449084496832,-73.92019787371183,"(40.86449084496832, -73.92019787371183)"
54053190,05/01/2022 01:39:40 AM,05/01/2022 01:57:27 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10010,EAST   26 STREET,EAST   26 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,BLOCKFACE,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 01:57:33 AM,Unspecified MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,,,,,,
54047200,05/01/2022 01:39:46 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11368,34-12 113 STREET,113 STREET,34 AVENUE,37 AVENUE,34 AVENUE,37 AVENUE,ADDRESS,CORONA,113 STREET,,In Progress,,,,03 QUEENS,4017560005,QUEENS,1024190,214981,ONLINE,Unspecified,QUEENS,,,,,,,,40.75665947347703,-73.85583571902342,"(40.75665947347703, -73.85583571902342)"
54048862,05/01/2022 01:40:08 AM,05/01/2022 01:50:38 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11231,32 DIKEMAN STREET,DIKEMAN STREET,DWIGHT STREET,RICHARDS STREET,DWIGHT STREET,RICHARDS STREET,ADDRESS,BROOKLYN,DIKEMAN STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 01:50:42 AM,06 BROOKLYN,3005770043,BROOKLYN,981161,185258,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67516663051078,-74.01113618213144,"(40.67516663051078, -74.01113618213144)"
54047066,05/01/2022 01:40:10 AM,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11207,413 PENNSYLVANIA AVENUE,PENNSYLVANIA AVENUE,BLAKE AVENUE,DUMONT AVENUE,BLAKE AVENUE,DUMONT AVENUE,ADDRESS,BROOKLYN,PENNSYLVANIA AVENUE,,In Progress,,,,05 BROOKLYN,3037890015,BROOKLYN,1013474,182372,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66719751384734,-73.89465685284635,"(40.66719751384734, -73.89465685284635)"
54049862,05/01/2022 01:40:13 AM,05/01/2022 01:57:03 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11238,665 FRANKLIN AVENUE,FRANKLIN AVENUE,ST MARKS AVENUE,PROSPECT PLACE,ST MARKS AVENUE,PROSPECT PLACE,ADDRESS,BROOKLYN,FRANKLIN AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 01:57:07 AM,08 BROOKLYN,3012240011,BROOKLYN,996416,185455,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.675699530118614,-73.95613989003795,"(40.675699530118614, -73.95613989003795)"
54051966,05/01/2022 01:40:16 AM,05/01/2022 01:57:48 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10016,480 2 AVENUE,2 AVENUE,EAST   27 STREET,EAST   28 STREET,EAST   27 STREET,EAST   28 STREET,ADDRESS,NEW YORK,2 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 01:57:53 AM,06 MANHATTAN,1009340001,MANHATTAN,990070,209056,PHONE,Unspecified,MANHATTAN,,,,,,,,40.74048513379344,-73.97899769504247,"(40.74048513379344, -73.97899769504247)"
54053507,05/01/2022 01:41:07 AM,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11208,JAMAICA AVENUE,JAMAICA AVENUE,JAMAICA AVENUE,NORWOOD AVENUE,JAMAICA AVENUE,NORWOOD AVENUE,INTERSECTION,,,,In Progress,,,,05 BROOKLYN,,BROOKLYN,1017455,189330,PHONE,Unspecified,BROOKLYN,,,,,,,,40.686281599851114,-73.8802723603392,"(40.686281599851114, -73.8802723603392)"
54049379,05/01/2022 01:41:08 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10469,3535 MICKLE AVENUE,MICKLE AVENUE,CHESTER STREET,NEEDHAM AVENUE,CHESTER STREET,NEEDHAM AVENUE,ADDRESS,BRONX,MICKLE AVENUE,,In Progress,,,,12 BRONX,2047260118,BRONX,1026596,259828,MOBILE,Unspecified,BRONX,,,,,,,,40.879740474123146,-73.84686824680921,"(40.879740474123146, -73.84686824680921)"
54050307,05/01/2022 01:41:14 AM,,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11234,2211 SCHENECTADY AVENUE,SCHENECTADY AVENUE,BOB STONEHILL WAY,AVENUE O,BOB STONEHILL WAY,AVENUE O,ADDRESS,BROOKLYN,SCHENECTADY AVENUE,,In Progress,,,,18 BROOKLYN,3078920030,BROOKLYN,1003776,164372,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.61781809778572,-73.92966711002309,"(40.61781809778572, -73.92966711002309)"
54046232,05/01/2022 01:41:18 AM,,DHS,Department of Homeless Services,Homeless Person Assistance,Non-Chronic,Street/Sidewalk,10013,60 LAFAYETTE STREET,LAFAYETTE STREET,CO THOMAS JURGENS CORNER,CPT W THOMPSON CORNER,CO THOMAS JURGENS CORNER,CPT W THOMPSON CORNER,ADDRESS,NEW YORK,LAFAYETTE STREET,,In Progress,,,,01 MANHATTAN,1001710031,MANHATTAN,983605,200302,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.716459431762694,-74.0023267359905,"(40.716459431762694, -74.0023267359905)"
54050391,05/01/2022 01:41:29 AM,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11235,711 DUNNE COURT,DUNNE COURT,EAST    7 STREET,CONEY ISLAND AVENUE,EAST    7 STREET,CONEY ISLAND AVENUE,ADDRESS,BROOKLYN,DUNNE COURT,,In Progress,,,,15 BROOKLYN,3072040101,BROOKLYN,994766,154237,PHONE,Unspecified,BROOKLYN,,,,,,,,40.59001486524616,-73.96213701356356,"(40.59001486524616, -73.96213701356356)"
54046137,05/01/2022 01:41:36 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11234,7264 BERGEN COURT,BERGEN COURT,EAST   72 STREET,BERGEN AVENUE,EAST   72 STREET,BERGEN AVENUE,ADDRESS,BROOKLYN,BERGEN COURT,,In Progress,,,,18 BROOKLYN,3083730068,BROOKLYN,1009176,167238,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.62567111935752,-73.91020567406625,"(40.62567111935752, -73.91020567406625)"
54047070,05/01/2022 01:41:42 AM,,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11368,108-31 46 AVENUE,46 AVENUE,108 STREET,109 STREET,108 STREET,109 STREET,ADDRESS,CORONA,46 AVENUE,,In Progress,,,,04 QUEENS,4020010070,QUEENS,1024026,211621,ONLINE,Unspecified,QUEENS,,,,,,,,40.74743787568504,-73.85644755452788,"(40.74743787568504, -73.85644755452788)"
54046859,05/01/2022 01:41:54 AM,05/01/2022 01:57:08 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10016,1 AVENUE,1 AVENUE,1 AVENUE,EAST   27 STREET,1 AVENUE,EAST   27 STREET,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 01:57:13 AM,06 MANHATTAN,,MANHATTAN,990707,208664,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.73940874906709,-73.97669936553606,"(40.73940874906709, -73.97669936553606)"
54049408,05/01/2022 01:42:51 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10040,127 FT GEORGE AVENUE,FT GEORGE AVENUE,BEND,TED BUCZEK WAY,BEND,TED BUCZEK WAY,ADDRESS,NEW YORK,FT GEORGE AVENUE,,In Progress,,,,12 MANHATTAN,1021490265,MANHATTAN,1003996,251246,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.85626500687776,-73.92861967775876,"(40.85626500687776, -73.92861967775876)"
54053506,05/01/2022 01:42:53 AM,,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11208,JAMAICA AVENUE,JAMAICA AVENUE,JAMAICA AVENUE,NORWOOD AVENUE,JAMAICA AVENUE,NORWOOD AVENUE,INTERSECTION,,,,In Progress,,,,05 BROOKLYN,,BROOKLYN,1017455,189330,PHONE,Unspecified,BROOKLYN,,,,,,,,40.686281599851114,-73.8802723603392,"(40.686281599851114, -73.8802723603392)"
54046140,05/01/2022 01:43:05 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10451,364 EAST  160 STREET,EAST  160 STREET,COURTLANDT AVENUE,MELROSE AVENUE,COURTLANDT AVENUE,MELROSE AVENUE,ADDRESS,BRONX,EAST  160 STREET,,In Progress,,,,03 BRONX,2024060109,BRONX,1007757,239438,ONLINE,Unspecified,BRONX,,,,,,,,40.82384628781796,-73.91506533775762,"(40.82384628781796, -73.91506533775762)"
54050355,05/01/2022 01:43:38 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,74-20 65 STREET,65 STREET,CYPRESS HILLS STREET,COOPER AVENUE,CYPRESS HILLS STREET,COOPER AVENUE,ADDRESS,RIDGEWOOD,65 STREET,,In Progress,,,,05 QUEENS,4035990042,QUEENS,1014889,194331,MOBILE,Unspecified,QUEENS,,,,,,,,40.70001743177427,-73.88950185862467,"(40.70001743177427, -73.88950185862467)"
54052990,05/01/2022 01:44:08 AM,05/01/2022 02:05:47 AM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11209,9902 3 AVENUE,3 AVENUE,99 STREET,100 STREET,99 STREET,100 STREET,ADDRESS,BROOKLYN,3 AVENUE,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,05/01/2022 02:05:30 AM,10 BROOKLYN,3061330025,BROOKLYN,974523,163037,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6141699760399,-74.03503485495723,"(40.6141699760399, -74.03503485495723)"
54046132,05/01/2022 01:44:08 AM,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,289 PALMETTO STREET,PALMETTO STREET,KNICKERBOCKER AVENUE,IRVING AVENUE,KNICKERBOCKER AVENUE,IRVING AVENUE,ADDRESS,BROOKLYN,PALMETTO STREET,,In Progress,,,,04 BROOKLYN,3033440160,BROOKLYN,1008176,193157,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69681577348322,-73.91371613636544,"(40.69681577348322, -73.91371613636544)"
54053090,05/01/2022 01:44:12 AM,05/01/2022 01:55:55 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11420,109-23 128 STREET,128 STREET,HAWTREE CREEK ROAD,111 AVENUE,HAWTREE CREEK ROAD,111 AVENUE,ADDRESS,SOUTH OZONE PARK,128 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/01/2022 01:56:00 AM,10 QUEENS,4116090009,QUEENS,1035853,188469,ONLINE,Unspecified,QUEENS,,,,,,,,40.68383021474533,-73.81394124411284,"(40.68383021474533, -73.81394124411284)"
54051374,05/01/2022 01:44:16 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11419,95-25 126 STREET,126 STREET,95 AVENUE,97 AVENUE,95 AVENUE,97 AVENUE,ADDRESS,SOUTH RICHMOND HILL,126 STREET,,In Progress,,,,09 QUEENS,4094670034,QUEENS,1033854,192124,ONLINE,Unspecified,QUEENS,,,,,,,,40.6938737572661,-73.82112186759025,"(40.6938737572661, -73.82112186759025)"
54049360,05/01/2022 01:44:17 AM,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11106,30-09 BROADWAY,BROADWAY,30 STREET,31 STREET,30 STREET,31 STREET,ADDRESS,ASTORIA,BROADWAY,,In Progress,,,,01 QUEENS,4005890005,QUEENS,1004746,217004,ONLINE,Unspecified,QUEENS,,,,,,,,40.762278541098084,-73.92601303458156,"(40.762278541098084, -73.92601303458156)"
54050486,05/01/2022 01:44:25 AM,,NYPD,New York City Police Department,Panhandling,N/A,Subway,,,,,,,,,,,,In Progress,,,,Unspecified MANHATTAN,,MANHATTAN,986081,213355,MOBILE,Unspecified,MANHATTAN,,,,E,,,Other,40.75228653558433,-73.99339140331507,"(40.75228653558433, -73.99339140331507)"
54045786,05/01/2022 01:44:26 AM,05/01/2022 01:59:00 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10010,330 EAST   26 STREET,EAST   26 STREET,MOUNT CARMEL PLACE,1 AVENUE,MOUNT CARMEL PLACE,1 AVENUE,ADDRESS,NEW YORK,EAST   26 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,05/01/2022 01:59:06 AM,06 MANHATTAN,1009310001,MANHATTAN,990352,208564,PHONE,Unspecified,MANHATTAN,,,,,,,,40.73913452594958,-73.9779805039268,"(40.73913452594958, -73.9779805039268)"
